"es_questionnaire_id","Usage_num_int_all","Usage_sum_duration","Usage_median_duration","Usage_num_int_5","Usage_num_int_530","Usage_num_int_30","Usage_quadratic","Nonusage_num_int_all","Nonusage_sum_duration","Nonusage_median_duration","Nonusage_num_int_5","Nonusage_num_int_530","Nonusage_num_int_30","Nonusage_quadratic","user_id","valence"
12,2,389.957000017166,194.978500008583,1,1,0,0.983581373982939,2,3210.04299998283,1605.02149999142,0,1,1,0.544222658466789,1042,5
13,4,1455.42799973488,359.855499863625,1,3,0,0.377113428092382,4,2144.57200026512,470.072000026703,0,4,0,0.288981927944059,1042,5
14,2,258.468000411987,129.234000205994,2,0,0,0.975945310650549,2,3341.53199958801,1670.76599979401,0,1,1,0.542903732190033,1042,6
15,1,5.56800007820129,5.56800007820129,1,0,0,1,1,3594.4319999218,3594.4319999218,0,0,1,1,1042,4
16,4,3095.95300006866,642.671999931335,1,2,1,0.428686707551211,3,504.046999931335,155.487999916077,2,1,0,0.545092895932714,1042,6
17,3,3437.67599987984,412.049999952316,1,1,1,0.786323200444662,2,162.324000120163,81.1620000600815,2,0,0,0.641530457866705,1042,6
1,13,2281.79700016975,33.4730000495911,10,3,0,0.25417490724204,13,1318.20299983025,46.3289999961853,12,1,0,0.145174628251836,1048,6
2,3,2713.87399983406,30.6979999542236,2,0,1,0.969934269505017,2,886.126000165939,443.06300008297,1,1,0,0.814505119907364,1048,6
3,6,1805.9929997921,8.32599997520447,4,2,0,0.55014130810427,6,1794.0070002079,349.112500190735,2,4,0,0.23500567689981,1048,2
4,1,3600,3600,0,0,1,1,0,0,0,0,0,0,1,1048,4
5,2,441.263999938965,220.631999969482,1,1,0,0.988401567531262,1,3158.73600006104,3158.73600006104,0,0,1,1,1048,5
6,5,635.949999570847,8.68600010871887,4,1,0,0.905820158498433,5,2964.05000042915,278.835000038147,3,1,1,0.455757649631725,1048,3
7,3,784.96799993515,89.9980001449585,2,1,0,0.771313140906524,3,2815.03200006485,711.756999969482,0,3,0,0.447417367660152,1048,4
