"TST","Usage_quadratic","Usage_num_int_all","Usage_median_duration","Usage_num_int_5","Usage_num_int_530","Usage_num_int_30","TWT","TNST","Nonusage_quadratic","Nonusage_num_int_all","Nonusage_median_duration","Nonusage_num_int_5","Nonusage_num_int_530","Nonusage_num_int_30","user_id","Mean_flour","PA_PANAVA","NA_PANAVA","VA_PANAVA","Mean_SWLS"
16063.9060006142,0.162997148927151,20,341.240499973297,9,7,3,17.0833333333333,43027.334000349,0.132558696523596,21,923.358000040054,8,6,7,197,3.5,2,5.5,3.5,3.4
27876.2580010891,0.0546014590467785,105,22.6369998455048,95,16,3,15.7166666666667,39275.0940005779,0.0313458437732044,96,153.291999816895,50,34,1,199,4.125,3,2.75,4.5,3.8
5928.41600084305,0.0622459579889927,40,68.0120000839233,36,6,0,17.9166666666667,57339.0659999847,0.0582239405132444,39,577.007499933243,14,16,10,204,3.5,2.75,4.5,2.5,2.4
25768.2725002766,0.0715731003036365,31,492.910750031471,10.5,12,5.5,15.1666666666667,25817.2239992619,0.172124767742653,31,259.386999845505,15,9,4,209,5,3.5,3.75,4.5,4
5712.4325003624,0.220123823409714,30,49.6414999961853,25.5,3,0.5,16.1416666666667,52179.346999526,0.0731376594712743,31,1177.82974994183,6,15,9,211,5.875,6,2,6,6
17488.3210022449,0.0790221418602939,38,220.989999890327,25,11,2,16.2666666666667,42767.7790002823,0.0940374817775331,39,529.012499928474,13,19,6,212,6.125,4.5,4,5.5,4.8
20869.4510011673,0.111006036275038,39,109.868999958038,26,8,4,17,40312.4419989586,0.0802048632891863,40,299.368000030518,19,11,8,216,4.875,4,4,4.5,4.2
8704.17850017548,0.194986080066998,37.5,10.1012501120567,34,4,1,16.7583333333333,49994.9544997215,0.0799686835739978,38.5,529.078750014305,14,17.5,7.5,220,5.75,4.25,2.5,4.5,4.8
8618.68599939346,0.158889609399364,64,20.2149999141693,58,4,1,16.75,52284.1930003166,0.0430225949479935,65,392.195999860764,28,27,7,224,6,4.75,2.5,6,5
6568.35900008678,0.179729181836356,28.5,30.6404999494553,24.5,4,1,17.6166666666667,54534.3019998074,0.103735367023285,27,724.805999994278,11,10,8,237,3,3,5,2,1.4
8870.44950020313,0.0827318481545019,68.5,46.8962499499321,64.5,3.5,1,15.45,46977.7000010014,0.0436299493000779,65,346.682499885559,30,26,7,241,5.125,4,3.5,5.5,4.6
8340.41799974442,0.0498988778570559,77,37.1684998273849,67.5,8,0,16.4083333333333,50131.5604988337,0.0372700562350507,78,316.428499937057,36,30.5,8,251,5.25,4.25,3.5,5,3.8
20737.0535002947,0.0585685084398293,74.5,36.5990000963211,64,10,3,15.1833333333333,37271.6684987545,0.055815066173054,74.5,175.726000010967,44,21.5,5.5,254,5.25,3,3.25,4,5.6
15920.1959991455,0.0214777338840383,166,35.3920001983643,153,13,0,17.5,46629.2040009499,0.0281118862114715,167,123.378000020981,116,39,1,256,3.625,2.25,4.75,2.5,2.8
5179.70800042152,0.165398823665613,29,8.4210000038147,23,5,0,16.2333333333333,48618.4870004654,0.0690777921855236,27,1022.86500000954,5,13,9,257,3.25,3.75,3.75,3.5,4
12869.4400007725,0.0364898928055233,80,79.7689999341965,65,13,0,16.5666666666667,46339.8249993324,0.0432662456668632,81,222.394000053406,45,27,7,260,5.625,5,3.75,4,4
10291.1850001812,0.0671192083953444,46,108.287999868393,36,8,1,15.95,48288.034999609,0.0611059172795075,47,439.666999816895,20,20,9,261,6.375,5.25,1.75,6,5
23474.6985002756,0.392415027711515,11.5,350.040500164032,5.5,6.5,1,15.9333333333333,33885.3014997244,0.168478356844461,12,2202.47424989939,2,3.5,6.5,267,5.75,6,3,6.5,6
